xvalue,counts
1,7563
2,8977
3,1992
4,784
5,426
6,228
7,169
8,134
9,114
10,78
11,63
12,55
13,37
14,31
15,25
16,38
17,21
18,21
19,20
20,20
21,7
22,20
23,10
24,13
25,17
26,7
27,8
28,10
29,14
30,5
31,13
32,8
33,5
34,10
35,6
36,5
37,4
38,7
39,5
40,7
41,1
42,3
43,5
44,6
45,4
46,3
47,2
48,2
49,3
50,2
51,2
52,3
53,4
54,1
55,1
56,2
58,1
59,2
60,2
61,1
62,3
63,1
64,2
65,6
66,2
67,1
68,2
71,1
72,4
73,3
74,2
75,2
76,1
77,1
78,4
79,3
80,1
81,1
83,1
84,2
85,1
86,1
88,1
89,1
92,1
95,1
104,2
105,1
107,2
112,1
124,1
128,2
134,1
136,2
138,2
139,1
144,1
145,1
151,1
152,1
155,1
159,1
162,1
164,1
167,1
168,1
169,1
178,1
196,1
225,1
257,1
259,1
273,1
285,1
315,1
319,2
368,1
377,1
392,1
402,1
491,1
525,1
551,1
588,1
642,1
1115,1
1134,1
1235,1
1686,1
1970,1
2337,1
